ID,Year of Study,Acquired Skills
14554,1.0,"Python, Compilation, Probability, Web Development, Security"
16770,1.0,"Static Structures, Python"
11903,1.0,"Java, Static Structures, C++, Dynamic Structures"
14312,2.0,"Robotics, Software Engineering"
15295,1.0,Java
15963,1.0,"Java, Static Structures, Probability, Web Development"
14905,2.0,"Mathematics, C++"
10470,2.0,"Security, Compilation, Dynamic Structures"
14613,2.0,"Compilation, Static Structures, Design, C++"
18577,2.0,"Probability, Web Development"
18849,4.0,"Dynamic Structures, Statistics"
15821,4.0,"C++, Web Development"
10844,3.0,"Security, Dynamic Structures"
13870,5.0,"Software Engineering, Java, Web Development, Dynamic Structures"
19421,1.0,Probability
11916,3.0,"Software Engineering, Mathematics"
13160,3.0,"Design, Mathematics, Probability, Python"
14106,5.0,Software Engineering
10097,3.0,
17861,3.0,"Dynamic Structures, Compilation, Robotics, Mathematics"
13622,,"Compilation, Robotics, Security, Algorithmic, Statistics"
14437,1.0,"Algorithmic, Software Engineering, Static Structures, Robotics"
16525,1.0,Algorithmic
14065,3.0,"Dynamic Structures, Software Engineering, Mathematics, Web Development"
11967,1.0,"Java, Statistics, Mathematics"
11341,1.0,"Static Structures, Statistics, Web Development, Algorithmic"
16023,4.0,Dynamic Structures
15562,5.0,"Robotics, Statistics, Java"
12779,5.0,"Java, Software Engineering, Web Development"
19331,,"Python, C++, Web Development, Compilation"
14094,3.0,"Design, Robotics, Compilation, Web Development, Dynamic Structures"
16415,2.0,"Java, Robotics, Static Structures, Compilation"
17545,3.0,"Software Engineering, Dynamic Structures, Design"
19520,1.0,Security
11960,2.0,Security
16213,1.0,"Algorithmic, Robotics, Compilation, Python, Security"
13174,4.0,"Mathematics, Algorithmic"
17317,5.0,"Probability, Security, Static Structures, C++, Statistics"
14744,4.0,"Compilation, Python, Design, Probability"
19685,5.0,"Probability, Algorithmic, Statistics"
18714,2.0,"Design, Robotics, Java, C++, Probability"
11384,5.0,"Mathematics, C++, Static Structures"
18136,1.0,"Statistics, C++, Software Engineering"
17006,4.0,"Compilation, Robotics, Probability, Static Structures, Design"
18106,4.0,"Web Development, Dynamic Structures, Java, Robotics, Static Structures"
12332,5.0,
15585,5.0,"Web Development, Software Engineering, Static Structures, Robotics, Compilation"
15377,3.0,Dynamic Structures
18953,2.0,"Python, Java, Security, C++"
19203,2.0,"Probability, Compilation, Java, Mathematics"
10603,5.0,Design
12583,2.0,
15385,4.0,"Web Development, Python, Java, Mathematics"
12760,3.0,"C++, Security"
16305,1.0,Static Structures
19393,3.0,"Mathematics, Python"
18552,2.0,"Static Structures, Java, Design, C++"
18553,2.0,"Probability, Design, C++, Algorithmic, Python"
13293,,Python
17769,4.0,"Security, Web Development, Dynamic Structures, Java, Design"
12515,1.0,"Dynamic Structures, Compilation"
13729,4.0,"Statistics, Probability"
17919,2.0,"Web Development, Dynamic Structures, Mathematics"
10727,5.0,
14168,5.0,"Java, Software Engineering, Statistics, Web Development, Probability"
17792,3.0,"Web Development, Design"
11738,2.0,"Security, C++, Python, Design"
14903,2.0,Algorithmic
13956,3.0,"Statistics, Java, Web Development, Mathematics"
11385,4.0,"Static Structures, C++, Dynamic Structures"
11836,3.0,"Java, Algorithmic, Python, Web Development"
10840,3.0,"Dynamic Structures, Mathematics, Algorithmic"
16279,2.0,"Web Development, C++"
16804,4.0,"Java, Security, Robotics, Probability, Dynamic Structures"
15310,3.0,
16647,3.0,"Dynamic Structures, Mathematics, Compilation, Static Structures, Python"
15595,2.0,"Web Development, Statistics"
16074,2.0,"C++, Dynamic Structures, Web Development, Security"
11286,4.0,"Software Engineering, Design, Security, Static Structures, Compilation"
16122,4.0,"Algorithmic, Mathematics, Security, Statistics, Robotics"
16841,2.0,"Robotics, C++"
13376,2.0,"Software Engineering, Robotics, Mathematics"
18267,2.0,"Probability, Software Engineering"
11676,4.0,"Algorithmic, Security, C++, Software Engineering, Dynamic Structures"
18733,2.0,"Statistics, Probability"
10404,1.0,"Software Engineering, Statistics, Static Structures"
17273,2.0,C++
18272,3.0,"Algorithmic, C++, Compilation, Software Engineering, Dynamic Structures"
17655,2.0,"Dynamic Structures, Java"
17699,1.0,"Dynamic Structures, Robotics, Compilation, Static Structures, Software Engineering"
15105,5.0,Python
16939,1.0,"Design, Web Development, Dynamic Structures"
11589,2.0,"Security, Java, Software Engineering, Probability"
17386,5.0,"Python, Robotics, C++"
18716,2.0,"Algorithmic, Robotics, Mathematics, Design"
15726,1.0,"Robotics, Design, Software Engineering"
17301,5.0,"Mathematics, Software Engineering, Probability"
15235,,Statistics
18478,1.0,"Security, Mathematics, Dynamic Structures, Software Engineering, Static Structures"
13896,1.0,"Java, Robotics"
16892,5.0,Java
16799,5.0,
10382,1.0,"Statistics, Compilation"
10659,5.0,Algorithmic
12716,3.0,"Web Development, Dynamic Structures, Probability"
14170,4.0,Design
11635,2.0,"Software Engineering, Robotics, Design, Dynamic Structures, Security"
10354,1.0,"Design, Java, Mathematics, Web Development"
12713,5.0,"Software Engineering, Static Structures, Design, Security, C++"
17606,2.0,"Design, Python, C++, Robotics"
10298,5.0,"Static Structures, Security, Probability, Statistics, Algorithmic"
10261,4.0,"Python, Probability, Dynamic Structures, Design"
14137,5.0,"Robotics, Design, Static Structures, Probability, Mathematics"
16409,4.0,"Python, Security, Mathematics"
18290,5.0,
10252,2.0,"Python, Algorithmic, Static Structures"
10609,1.0,Statistics
10874,2.0,Compilation
13754,3.0,"Probability, Java, Design"
11857,2.0,Probability
11058,2.0,"Mathematics, Robotics, C++, Probability"
11965,2.0,"Mathematics, Statistics, Compilation, Dynamic Structures"
19251,3.0,"C++, Design, Mathematics, Security"
10886,1.0,Robotics
18035,4.0,"Algorithmic, Mathematics, Statistics"
17462,3.0,"Java, Probability, Algorithmic"
18063,3.0,"Dynamic Structures, C++, Mathematics, Algorithmic, Web Development"
10716,4.0,"Software Engineering, Dynamic Structures, Design, Mathematics, Security"
12834,1.0,"Static Structures, Design, Web Development"
13801,1.0,Python
10806,3.0,
16012,5.0,"Probability, Compilation, Java, Statistics"
18941,,"Java, Algorithmic, Robotics, Compilation, C++"
14674,3.0,"Robotics, Dynamic Structures, Algorithmic"
15393,3.0,"Java, Web Development, Robotics, Mathematics"
11416,,"Design, Robotics, C++"
13291,4.0,"Mathematics, Web Development, Probability"
12589,2.0,"Python, Design, Web Development"
19411,2.0,"Security, Algorithmic"
15075,5.0,"Statistics, Java, Web Development, Dynamic Structures"
11277,2.0,"Mathematics, Dynamic Structures, Compilation, Web Development, Software Engineering"
17590,5.0,Python
10037,3.0,"Python, Java, C++, Design, Statistics"
17979,1.0,"Statistics, Static Structures, Design"
12634,3.0,"Static Structures, C++, Compilation"
14315,3.0,
10245,2.0,"Python, Algorithmic, Security, C++, Java"
13484,2.0,"Dynamic Structures, Design, Probability, Statistics"
16402,2.0,"C++, Statistics, Dynamic Structures, Static Structures, Software Engineering"
16405,,"Software Engineering, Mathematics, Java, Static Structures"
18218,2.0,"Security, Probability, Java"
16200,5.0,"Robotics, Python"
15181,1.0,Static Structures
17765,1.0,"Java, Security, Design, Web Development"
17763,5.0,"Design, Software Engineering, Statistics"
10063,2.0,
17879,1.0,"Java, Probability, Compilation, Mathematics"
11316,3.0,"Robotics, C++, Python, Design, Security"
16233,1.0,"Probability, Dynamic Structures, Security, Python"
17011,1.0,"Web Development, Probability, Mathematics, Compilation"
11517,2.0,"Python, Static Structures, Statistics"
18784,4.0,"Statistics, Python, Design, Algorithmic"
13541,3.0,"Web Development, Python, Robotics, Probability, Dynamic Structures"
16303,1.0,
13612,5.0,Algorithmic
15659,5.0,Static Structures
13010,4.0,"Software Engineering, Statistics, Java"
18729,3.0,Robotics
15965,1.0,Algorithmic
17592,1.0,"Java, Security, Static Structures, Software Engineering"
19575,1.0,"Software Engineering, Static Structures, Web Development, Compilation, Robotics"
17467,4.0,"Design, Software Engineering"
13274,4.0,"Compilation, Dynamic Structures, Software Engineering"
14630,2.0,"Java, Robotics, Web Development"
12717,1.0,"Web Development, Algorithmic, Software Engineering, Compilation, Java"
12567,2.0,"Python, Design, C++"
13995,4.0,"Java, Static Structures"
14056,5.0,"C++, Java, Robotics"
15251,1.0,
18886,5.0,Web Development
17562,3.0,Java
17302,3.0,"Compilation, Statistics, Java, Algorithmic, Web Development"
14543,3.0,"Statistics, Robotics, Python, Static Structures, Dynamic Structures"
17397,5.0,"Compilation, Static Structures, Web Development, Algorithmic"
16807,3.0,"Algorithmic, Robotics"
17122,1.0,
19456,4.0,
18930,3.0,
18943,4.0,"Security, Software Engineering, Mathematics, Static Structures"
15366,5.0,"Static Structures, Statistics, Compilation, Robotics"
11259,4.0,"Probability, Java, Python"
13958,3.0,"Python, Algorithmic, Robotics, Probability, Compilation"
13924,2.0,"Security, Java, Dynamic Structures, Probability, Algorithmic"
19886,1.0,"Python, Statistics"
10648,5.0,"Robotics, Web Development, Java, Software Engineering"
11713,2.0,"Java, Mathematics, Software Engineering, Dynamic Structures, Static Structures"
10443,4.0,
19544,3.0,"Software Engineering, Java, Probability, Static Structures, Security"
10629,4.0,"Algorithmic, Design, Mathematics, Software Engineering"
14753,3.0,Dynamic Structures
14526,2.0,"Web Development, Software Engineering, Mathematics, Statistics, Static Structures"
14836,1.0,"Dynamic Structures, Robotics, Web Development, Software Engineering, Static Structures"
14790,1.0,"Design, Statistics, Compilation, Probability, Software Engineering"
13127,3.0,"Statistics, Robotics"
17355,,Python
15881,,"Static Structures, Dynamic Structures, Compilation, Statistics, Python"
11553,3.0,Python
15869,2.0,"Compilation, Design"
15435,1.0,"Static Structures, Compilation"
10581,,"C++, Statistics, Mathematics, Web Development, Software Engineering"
13018,3.0,"C++, Security"
17165,1.0,"Design, Robotics, Dynamic Structures, Java"
16005,3.0,"Dynamic Structures, Algorithmic, Java, C++, Security"
18656,5.0,"Compilation, Algorithmic, Python, Web Development, Statistics"
13476,3.0,"Probability, Web Development, Robotics"
16356,3.0,"Java, Design, Algorithmic"
13458,2.0,"Statistics, Algorithmic, Design, Probability"
19422,2.0,
12246,4.0,"Java, Software Engineering"
15600,2.0,Dynamic Structures
15522,2.0,"Algorithmic, Mathematics, Design, Statistics, Python"
14920,1.0,"Software Engineering, Compilation, Dynamic Structures, Security, Probability"
10974,1.0,"Software Engineering, Algorithmic"
10015,,"Design, Probability, Web Development"
10858,2.0,"Security, Java, Web Development, Probability"
16338,5.0,"Design, Java"
12911,5.0,"Design, Web Development, Mathematics"
16016,1.0,Dynamic Structures
14789,3.0,"Web Development, Java, Static Structures, Robotics"
12867,1.0,"Mathematics, Dynamic Structures, Web Development"
13407,4.0,"Static Structures, Algorithmic"
12775,1.0,Statistics
19517,2.0,Algorithmic
10442,3.0,"Security, Compilation"
16609,2.0,Security
18100,3.0,"Design, Mathematics, C++"
14682,4.0,"Security, Probability, Web Development, Statistics, C++"
18361,2.0,"Robotics, Probability, C++, Web Development, Dynamic Structures"
18616,,"Algorithmic, Static Structures, Software Engineering, Java"
17286,3.0,"Static Structures, Java, Security"
11144,5.0,"Software Engineering, Robotics, Statistics"
15101,2.0,"Dynamic Structures, Java, Static Structures, Compilation"
16255,1.0,"Algorithmic, Static Structures, Security, Probability"
10113,2.0,"Mathematics, Design, Python, Robotics"
12464,5.0,"Security, Robotics"
10802,1.0,"Static Structures, Web Development, Python, Design"
13776,3.0,"Statistics, Web Development, Python, Mathematics"
13227,1.0,"Statistics, Robotics, Security, Java, Probability"
15114,4.0,Mathematics
15236,5.0,Static Structures
15702,5.0,"Robotics, Java, Compilation, Software Engineering"
16310,2.0,"Algorithmic, Python, Mathematics, Software Engineering, Java"
11824,4.0,"C++, Software Engineering, Algorithmic, Robotics, Mathematics"
15021,5.0,"Python, Robotics, Compilation"
16844,4.0,"Mathematics, Security, Web Development"
16383,5.0,"Web Development, Robotics, Python, Statistics"
15086,2.0,"Web Development, C++"
12113,5.0,"Mathematics, Robotics"
14018,,"Dynamic Structures, Python, Static Structures"
10577,1.0,"Probability, Software Engineering, Security, Algorithmic, Robotics"
18181,1.0,"Software Engineering, Python"
16322,2.0,"Statistics, Design, Mathematics"
12698,1.0,"Compilation, Statistics, Probability, Static Structures"
12391,2.0,"Algorithmic, Static Structures, Compilation, C++, Python"
19953,5.0,"Web Development, Statistics, Mathematics"
16115,4.0,"Statistics, Java, Compilation"
11623,2.0,"Web Development, Software Engineering"
18881,2.0,"Python, Algorithmic, Web Development"
18171,5.0,"Security, Software Engineering, Java, Python"
13603,2.0,"Security, Robotics"
12282,1.0,Algorithmic
10028,,"Software Engineering, Security, Python, C++, Mathematics"
17339,2.0,"Java, Web Development, Statistics"
14024,3.0,"Algorithmic, Statistics, Web Development, Software Engineering"
11560,4.0,"Mathematics, Design, Statistics, Dynamic Structures, Python"
19938,5.0,"Java, Algorithmic, Statistics"
14254,3.0,"Python, Compilation, Robotics, Algorithmic, Dynamic Structures"
16592,3.0,Web Development
18257,3.0,"Probability, Python"
13433,2.0,"Java, Robotics"
15788,,
11726,1.0,"Python, Static Structures, C++"
19991,5.0,"Web Development, Robotics, C++"
12295,,Static Structures
18463,2.0,"Robotics, Java, Web Development, Probability, Compilation"
19958,3.0,"Security, Mathematics, Static Structures, Statistics, Robotics"
18394,5.0,Dynamic Structures
18380,1.0,"Algorithmic, Compilation, Static Structures"
10191,3.0,"C++, Design, Mathematics, Security"
10467,1.0,"Software Engineering, Dynamic Structures, Java, Static Structures"
13600,2.0,Dynamic Structures
10277,3.0,"Probability, Software Engineering, Algorithmic, Mathematics"
19418,2.0,"Robotics, Mathematics, C++, Probability, Dynamic Structures"
18015,2.0,"Software Engineering, Statistics, Python, Static Structures"
11358,5.0,"Static Structures, Robotics, Mathematics, Statistics"
10498,2.0,"Static Structures, Design, Algorithmic, Software Engineering"
11777,4.0,"Robotics, Security, Software Engineering, Java"
17576,4.0,"Web Development, Design, Static Structures, C++, Mathematics"
17310,5.0,"Python, Algorithmic, Probability"
10256,1.0,"Java, Design, Web Development, Software Engineering"
16918,4.0,"Security, Mathematics"
14846,3.0,"Static Structures, Algorithmic"
11796,1.0,"Software Engineering, Web Development, Statistics, Compilation, C++"
16893,3.0,"Probability, Web Development, Robotics, Algorithmic"
18122,5.0,"C++, Dynamic Structures, Design"
17270,3.0,"Python, Compilation, Mathematics, Static Structures, Dynamic Structures"
10358,,"Static Structures, Design, Java"
12699,1.0,"Static Structures, Web Development"
10616,4.0,"C++, Java, Robotics, Security, Web Development"
13031,2.0,"Dynamic Structures, Design, Compilation, Static Structures"
19552,3.0,"Java, Software Engineering, Robotics"
10698,4.0,"Robotics, Dynamic Structures, Mathematics, Python, Software Engineering"
12976,4.0,"C++, Java, Robotics"
15671,1.0,"Security, Algorithmic, Software Engineering, Statistics, Robotics"
14498,3.0,"Statistics, Design, Python, Mathematics, Algorithmic"
10720,4.0,"C++, Software Engineering"
15564,4.0,"Algorithmic, Software Engineering"
11400,1.0,"Dynamic Structures, Mathematics, Algorithmic, C++, Probability"
13083,5.0,Dynamic Structures
10020,5.0,"Compilation, Probability"
16526,4.0,"Web Development, Design, Dynamic Structures, Statistics"
14761,4.0,"Design, Robotics, C++, Mathematics"
15936,1.0,"Statistics, Design, Probability"
19149,2.0,"Software Engineering, Statistics, Python, Design, Security"
16959,1.0,"Web Development, Design"
13708,5.0,"Probability, Security, C++, Software Engineering"
16318,5.0,
10118,3.0,"Mathematics, Algorithmic, Java, Probability"
19766,,"Algorithmic, Web Development, Statistics"
13286,1.0,"Software Engineering, Dynamic Structures, Static Structures"
18466,5.0,Robotics
13337,,Dynamic Structures
19068,3.0,
10796,2.0,"Statistics, Probability"
14279,1.0,"Dynamic Structures, Web Development, Static Structures"
